CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
1,1,1,1,1,16384,3,0.0233,0.0267,0.05,7085633536,7924162560,9.0333,7.6667,11,0,919931.2,931887,NTS
26,1,1,1,100,69981.2076,11.4895,1,1.0217,1.0633,75313152,1229863595,11.8,8.3333,18.8333,0,923547.1678,931668.044,WSK
2.6667,5.6667,1.6667,2.1667,1,362086.4,54.9,0.085,0.155,0.325,6920364032,7860331179,11.1,7.3333,21.3333,0,924305.2132,932423.9143,TVM
1,1,1,1,1,13518.03,2.3003,0.0133,0.0033,0.02,7069206528,7928332971,9.8333,7.6667,14.8333,0,922518.027,931679.627,NTS
1,1,0.5,1,1,2059454.04,28.9984,0.055,0.1833,0.1667,5967656960,7847775573,8.8,7.6667,10.8333,0,916125.9486,926530.53,TWM
1.1667,1.6667,1.1667,1,1,1700914.636,34.6056,0.0833,0.2033,0.1783,5261139968,7884693504,8.9667,8.1667,11,0,922472.5181,931235.7703,TWM
4,8,2.5,3.3333,3.3333,3246456.101,32.1931,0.2267,0.24,0.1883,72518997.33,7849930069,558.7333,317.8333,783.1667,0,1783469.83,923725.5175,TWM
1.1667,1.6667,1.1667,1.1667,1,2113941.91,34.0991,0.1617,0.1067,0.1167,73510229.33,7806373888,8.9333,7.6667,11.8333,0,918003.8,921665.2,TSK
1,1,1,1,1,2095091.7,32.998,0.025,0.005,0.0467,6578061312,7855450795,10.2333,7.8333,13.3333,0,912576.4,921640,TWM
31,22.3333,1,100,1,1699300.931,12.7087,1.4086,1.4114,1.3443,71266304,1986826240,423.7714,133.1429,921.8571,0,1795150.746,889711.5686,WSK
1,1,1,1,0.8333,2093658.715,26.5996,0,0.0233,0.08,5950812160,7848480768,8.3333,7.3333,9.3333,0,913642,921501.021,TWM
1.3333,1,1.5,1.6667,1,2241337.748,35.401,0.0767,0.1083,0.17,660731221.3,7801141248,11.7,7.8333,22.5,0,924392,931892.6,TSK
1.6667,1,1.6667,1.8333,1,2003353.6,32.7,0.2,0.095,0.13,71099733.33,7807801344,9,8,10.6667,0,913366.6737,921814,TSK
1,1,1,1,1,7786.0901,1.6006,0.05,0.0467,0.0917,7070705664,7928178688,10.5,7.3333,16.8333,0,922215.5505,931551.1144,NTS
26,1,100,1,0.6667,1726451.7,34.998,1.01,1.0167,1.0833,1451205291,4213551787,11.1667,8.1667,19,0,917049.0312,925565.3532,WSK
1,1,1,1,1,15564.8,2.8,0,0,0.01,6977351680,7889405952,14.1667,9.1667,25.8333,0,872701.5826,880857.7057,NTS
0.8333,1,1,0,0.8333,16384,3,0,0,0.0517,6941609984,7888827733,11.8,8.1667,22.3333,0,922628.8917,931958.2816,NTS
1,1,1,1,1,2641095.88,37,0.015,0.0383,0.07,4704991232,7851150677,8.4667,8,9.5,0,912948.97,921652.1833,TWM
2,1,1,6.3333,1,78229.9099,10.3994,0.3217,0.1567,0.19,6950375424,7874653525,10.1,7.3333,17,0,913156.4883,921652.4955,TVM
1,1,1,1,1,16384,3,0,0.06,0.1283,6931975509,7874224811,27.5,8.6667,46.8333,0,920609.3859,929821.4379,NTS
2.8333,2.3333,1,6,1.5,153600,17.4,0.0083,0.0417,0.1667,6952214528,7874941611,9.3,7.1667,13.1667,0,925467.7225,931986.9342,TVM
2.6667,2,3.8333,1.6667,3.6667,68807.8799,8.7994,0.0783,0.275,0.4567,7044868096,7893389995,12.1,7.3333,23.8333,0,913283.6865,921465.9997,TVM
26,2,0.8333,100,1,20070.4,3.6,1.0383,1.0117,1.05,79190016,2300749824,10.3667,8.5,13.5,0,910901.1491,919376.5485,WSK
1.1667,1.6667,1.1667,1,1,2097142.16,32.9984,0.095,0.2,0.1717,4932513792,7849695232,8.3667,7.6667,9.3333,0,913418.5495,921600.979,TWM
1,1,1,1,1,1723190.07,31.196,0,0.0417,0.1083,5123514368,7848592043,8.8333,7.8333,11.5,0,921017.003,926708.0861,TWM
2,2.6667,4,1.8333,1,76191.7502,11.3006,0.05,0.145,0.2333,6938613760,7868882944,10.2667,7.1667,18.5,0,925405.7982,932031.4964,TVM
1.3333,1,1.3333,1.1667,1.6667,2332165.638,35.999,0.0317,0.0483,0.09,2043203584,7805654357,9.4333,7.6667,14.3333,0,912765.6886,921616.6898,TSK
1,1,1,1,1,1573688.12,29,0,0.01,0.0783,5117526016,7850379947,8.4667,7.6667,9.8333,0,913610.998,921621.958,TWM
1,1,1,1,1,2244396.435,34.9976,0.0467,0.025,0.07,2021747371,7852079104,8.4667,7.8333,9.1667,0,919194.1011,926584.8113,TWM
1,1,1,1,0.5,3289.8941,0.6024,0.0033,0.01,0.0767,6931738624,7873552384,26.1,12.1667,49.8333,0,912355.2768,921621.9319,NTS
1,1,1,1,1,2097152,36,0.0717,0.0383,0.01,6123358208,7850788864,8.6667,7.6667,10.5,0,912740.1451,921814.472,TWM
1,1,1,1,1,24576,5,0.0467,0.0283,0.07,7116838912,7931679403,10.0667,7.8333,15.5,0,921540.013,930609.8468,NTS
1.1667,1,1,2,1.1667,2210909.277,33.7986,0.07,0.0617,0.07,163420160,7802360491,9.7333,7.5,12.6667,0,921202.5255,928804.5132,TSK
1,1,1,1,1,2308269.434,30.9986,0,0,0.0317,72851456,7851182763,8.6667,7.5,11.3333,0,923572.9219,931880,TWM
2,1.1667,1,2,1.8333,2150395.08,31.9992,0.0283,0.03,0.07,73080832,7806988971,9.2333,7.3333,13.3333,0,914332.9099,921592,TSK
1.8333,1,1.8333,2,1,2124392.245,31.8022,0.0483,0.0517,0.1033,72370176,7804131328,9.7333,7.8333,13.5,0,920716.7652,928711.2868,TSK
1.8333,1,1.5,2,1.3333,2314203.099,33,0.1233,0.0833,0.09,73650176,7805887829,9.6333,8.1667,12.5,0,919422.4284,927783.4975,TSK
2.1667,1.5,1,2.8333,4.6667,108125.7898,13.7982,0.0483,0.1617,0.3067,6998966272,7887262379,8.4,7.3333,11.1667,0,913798.9694,921727.936,TVM
2,1,1,0.6667,6.8333,128608.2498,14.6994,0.0917,0.0367,0.135,6917591040,7859836928,8.1333,7,9.8333,0,922883.8973,931733.3018,TVM
1.6667,1,2,1,1.6667,2230093.986,37.7836,0.0317,0.0833,0.1633,76081834.67,7804400299,10.2333,7.8333,14,0,920053.9,928884.2,TSK
26,1,4,97.1667,0.8333,2146304,32,1.0483,1.0133,1.06,1466636288,3963282773,10.2,8.1667,13.5,0,917664.8979,926652.8509,WSK
2.6667,2.8333,3.6667,3.3333,1,75386.1002,8.2024,0.0817,0.155,0.325,7032348672,7888606549,16,9,30.8333,0,914725.5935,921436.5322,TVM
1,1,1,1,1,13518.03,2.3003,0,0,0.0183,7069378560,7925975040,8.6,7.1667,10.3333,0,911054,920456.2,NTS
26,1,1,100,0.8333,2146299.9,34,1.0667,1.0417,1.045,72120320,3020389035,10.5667,8,16.1667,0,912751.761,921423.201,WSK
26,1,1,0,100,2084476.541,34.9965,1,1.0033,1.0883,77647189.33,3034649941,10.8667,8.1667,18,0,923298.669,931685.917,WSK
26,1,100,0.5,1,1903820.8,27.6,1,1,1,86863872,2601407829,10.4,7.5,17.6667,0,923035.0841,931726.2797,WSK
1,1,1,1,1,15155.2,2.7,0,0.0367,0.09,7069364224,7927848960,11.6,7.6667,18.8333,0,922448.7016,931792.1996,NTS
1,1,1,1,1,2095094.57,33.8024,0.0083,0.1,0.1117,4721422336,7850112341,8.8667,7.6667,11,0,912576.3549,921482.5275,TWM
1,1,1,1,1,2096336.08,31.4004,0,0.0183,0.05,5935000917,7848306005,8.3,7.6667,9.5,0,922517.8489,931613.0933,TWM
1.5,1,2,1.5,1,2247892.18,35.8012,0.015,0.0367,0.0583,72291669.33,7806377301,9.7,7.8333,13.3333,0,923611.921,931960.162,TSK
1.6667,2.3333,1.3333,1,1,1367461.064,32.6062,0.0983,0.05,0.075,73003008,7805747200,9.3,8,12.1667,0,914281.8066,921526.4742,TSK
29.8333,8.3333,1,100,9.8333,15841.3675,2.8675,1.2971,1.2729,1.2314,72421376,1323106987,350.1714,77.2857,842.8571,0,1734660.565,922832.23,WSK
26,1,1,1,100,16384,3,1.0217,1.0067,1.02,72519680,1189025109,14.4667,7.5,30.3333,0,913312.2322,921704.356,WSK
2,2.1667,1.6667,1,4.6667,95499.7525,12.2056,0.065,0.06,0.1383,6997176320,7887839232,9.2,7.1667,14.3333,0,923011.1622,931722.7207,TVM
26,1.8333,100,0,1,16384,3,1,1.005,1.0817,74996394.67,2122657792,10.9667,8.3333,17.1667,0,921305.5055,929845.8418,WSK
1.3333,1,1.6667,1.1667,1.5,1837056,31.1,0.04,0.08,0.15,70121472,7805865301,9.4,8,12.8333,0,913081.9738,921582.0188,TSK
1,1,1,1,1,2200371.2,37,0,0.0233,0.08,1822035968,7852832768,8.9333,8,11.6667,0,920166.3604,928875.6363,TWM
26,1,1,50.3333,51,2136051.7,33.998,1.0117,1.025,1.0783,493758464,3562476885,9.2667,7.8333,11.1667,0,922850.4474,931708.1514,WSK
1,1,1,1,1,2217526.839,33,0,0.0533,0.1083,2648690688,7851526144,10.1333,8.5,13.1667,0,923917.046,931858.979,TWM
1,1,1,1,1,16384,3,0,0.02,0.08,6940271275,7888043349,14.5,8.3333,35.5,0,912580.4,921868.4,NTS
1,1,1,1,0.8333,15155.2,2.7,0,0,0.0283,7068751872,7926876160,10.0333,7.8333,13.8333,0,912362.6667,921602.536,NTS
26.5,3.3333,1,0,100,1650688,31.5,1.04,1.2383,1.2817,89683968,3121167701,9.2667,7.1667,12,0,913047.5706,921700.4336,WSK
1,1,1,1,1,16384,3,0.0033,0.1083,0.145,7070674944,7926553259,11.8333,7.5,22.5,0,922371.2252,931760,NTS
26,1,1,0,100,2168293.809,30.512,1,1.01,1.095,84989952,3039465472,10.1,7.8333,14.1667,0,914016.819,921738.083,WSK
26,1,1.3333,1,100,2215921.24,34.7972,1.0667,1.0417,1.06,75913898.67,2278432768,10.5333,8.8333,12.3333,0,923316.7913,931912.492,WSK
1,1,1,1,1,2054566.696,29.0024,0,0,0,6354771968,7855159296,8.5333,7.6667,10.3333,0,923790.049,931898,TWM
2.1667,1.1667,6.6667,1.3333,1,135577.6,18.1,0.105,0.085,0.1933,6909999104,7856152576,11.2333,7.5,19.5,0,921035.6036,931874,TVM
26,1,0.3333,1,100,2119667.7,31.998,1.0467,1.13,1.2317,2773430272,5032805035,10.9667,7.8333,18,0,923244.403,931744.1666,WSK
1.1667,1,1.3333,1.6667,1.1667,2250339.94,33,0.0667,0.0833,0.1367,191406080,7800552789,9.5667,7.6667,12,0,923484.5997,931918.9102,TSK
2,1,5,1.3333,1.6667,125733.6697,16.4985,0.0167,0.285,0.4,6919196672,7860266325,8.4,7.3333,10.3333,0,913585,921810.8,TVM
5.1667,9.3333,3.3333,5,2.5,4595665.312,37.2525,0.3433,0.36,0.2867,73057621.33,7806246912,399.1667,136,1104.8333,0,1820011.694,920136.5497,TSK
4.5,8.8333,2.1667,3.6667,3.3333,4199170.069,35.4587,0.2583,0.2467,0.185,4935229440,7849974053,523.3,249.1667,941.8333,0,1831064.996,925388.0993,TWM
1,1,1,1,1,15151.104,2.699,0.0433,0.01,0.035,7119499264,7933904213,11.5667,7.5,17.3333,0,922348,931885.7,NTS
1,1,1,1,1,16384,3,0,0,0,6943169877,7890469547,11.7,8,21.8333,0,914194.8384,923645.4616,NTS
2,1,2,2,1,2288019.86,33.2002,0.0583,0.075,0.0817,70831445.33,7802318848,10.1,8,14.6667,0,923283.1776,931784.437,TSK
1,1,1,1,1,2150432.801,34.801,0,0,0.0667,108697600,7852606805,9.5333,8,14.1667,0,922055.3664,928890.1231,TWM
2,5.3333,1.3333,2,1,103642.3303,14.8018,0.07,0.095,0.1533,6964330496,7876888576,8.7667,7.3333,12.3333,0,923571.0604,931991.1342,TVM
26,1,1,1,100,1642496,30.5,1,1.005,1.0483,2090785451,4631186091,8.4667,7.3333,9.8333,0,919172.4084,927596.0919,WSK
26,1,1,100,1,12288,2,1.0433,1.1633,1.2567,89200640,2928452949,9.8333,7.6667,15.8333,0,913131.0258,921523.0336,WSK
24.1667,92.6667,1,2,1,2222106.651,34.504,0.8433,0.8183,0.9317,4226263040,5972936021,10.9333,7.3333,21.1667,0,912405,921604,WSK
1,1,1,1,0.3333,16382.77,2.9997,0.0833,0.0883,0.1183,7067305301,7924258133,9.9,7.5,15.1667,0,922206.045,931718,NTS
1.5,1,1.5,2,1,2817524.007,37.6985,0.1017,0.0467,0.07,72857600,7804992171,9,8,10.8333,0,912815.1502,921875.8188,TSK
1,1,1,1,0.8333,2166779.9,32.5996,0,0,0.04,105609216,7851199147,8.9333,7.6667,10.8333,0,922547.9871,931940.2856,TWM
2,1,1.8333,2,1.3333,2476237.415,33.3986,0.0317,0.045,0.06,2718740480,7805809323,8.7667,7.6667,11.1667,0,917993.3604,924773.0631,TSK
1.5,1,2,1,1.5,2052180.462,32.4014,0.04,0.0533,0.0983,877354325.3,7801328299,9.2,7.6667,12,0,914101.3928,921568.4742,TSK
1.8333,2,1.6667,1.1667,1,2355200,33,0.1217,0.075,0.09,71471104,7806015488,9.1,7.6667,11.6667,0,919264.4809,927717.0486,TSK
18.1667,5.5,2.5,2.5,62.5,2112518.752,31.9976,0.6233,0.715,0.785,3990353920,6498349056,10.4333,7.3333,17.5,0,923005.4919,931974.9238,WSK
26,2,100,1,1,7761.4895,1.5966,1.08,1.065,1.09,78519637.33,1248314709,11.1667,7.6667,22.3333,0,913292.1044,921654.1883,WSK
1,1,1,1,1,2123163.035,31.598,0,0.0383,0.0983,999163904,7851522731,8.8333,7.8333,11.3333,0,919193.3784,928790.5105,TWM
1,1,1,1,1,2076662.16,31.9984,0,0,0.03,4897331200,7849652224,9.1333,7.6667,13.3333,0,912669.2342,921674.5155,TWM
2.1667,1,1.6667,6.3333,1,165068.8,23.3,0.0917,0.0717,0.1433,6921735509,7862925995,9.7333,7.5,12.1667,0,912527.3243,921542.1622,TVM
26,1,0.6667,1,100,2227220.48,31.508,1.025,1.2183,1.28,2809686016,5062894933,10.6667,8.1667,15.6667,0,912591.3724,921530.7748,WSK
26,1.1667,31.8333,69.1667,1,2144262.15,36.001,1,1.1183,1.1617,512124928,3575146496,9.9333,8,13.3333,0,923781.5135,931936.6234,WSK
1,1,1,1,1,2262220.39,35.1956,0.0117,0.03,0.0883,5332666368,7851819691,12.2,7.8333,26.5,0,912824.3158,921528.5275,TWM
1,1,0.8333,1,1,13090.816,2.397,0,0.02,0.08,6945615872,7892305237,10.3667,8,15.3333,0,922194.9507,931949.5647,NTS
29.5,8.5,9.5,100,1,4036208.211,35.8016,1.1667,1.1867,1.2217,2610542592,5540683776,373.4333,34.8333,901,0,1707181.865,911799.7174,WSK
1,1,1,1,1,9830.8059,1.7004,0.06,0.0183,0.0333,7119026176,7933437952,9.2667,7.6667,12,0,912354.9,921556,NTS
26,1,100,1,1.5,16384,3,1.0033,1.0167,1.0783,76911274.67,2315661312,9.3333,7.6667,11.8333,0,923911.7533,931910.515,WSK
1,1,1,1,1,2241319.72,45.5976,0.0367,0.09,0.13,71430144,7850531499,9.2667,8,11.5,0,924937.0988,932186.1156,TWM
1,1,1,1,0.3333,16384,3,0,0,0.01,7120445440,7934892715,9.6,7.6667,13.5,0,922294.9802,931555.3144,NTS
1,1,1,1,0.8333,15153.97,2.6997,0,0.1,0.1333,7065501696,7925481472,8.7333,7.5,11,0,922458.2,931770.6,NTS
1.3333,1,1,1.6667,1.6667,2138112,34,0.1,0.0667,0.115,72099157.33,7806174549,11.2,8,19.1667,0,913494.2,921598,TSK
1,1,1,1,1,16384,3,0,0,0,7069626368,7927813461,10.1,7.5,13,0,922491.0532,931890.536,NTS
2.5,1,1.5,3.3333,4.6667,111427.584,13.204,0.15,0.3933,0.435,6983145472,7879873877,8.9667,7.3333,12.3333,0,912958.827,921283.199,TVM
1,1,1,1,1,2100846.19,31.9976,0.0517,0.1483,0.1633,5346435072,7849999701,8.8333,7.6667,10.8333,0,922933.3549,931774.5275,TWM
1,1,1,1,1,2607513.6,62.4,0,0.065,0.115,5874452480,7885938005,8.7667,7.6667,11,0,922788.835,929711.4314,TWM
1,1,1,1,1,1554839.14,29.7996,0,0.0467,0.105,586510336,7850655744,8.6667,7.8333,9.8333,0,921308.6,928818.8,TWM
1,1,1,1,1,2084864,29,0,0,0.0217,72224768,7849461760,8.4333,7.6667,9.5,0,925480.8,934943,TWM
1,1,1,1,1,1777409.794,31.3984,0,0,0.015,4273601877,7849763499,8.8667,7.3333,11.1667,0,913102.6627,921690.2402,TWM
1,1,1,1,1,16384,3,0,0,0.0467,6975811584,7888362155,9.7667,8,12.5,0,922568.8839,931918.232,NTS
25.6667,1.3333,1.8333,0.6667,98.8333,2350706.688,37.602,1.0183,1.06,1.1533,72132608,1399120555,10.0333,7.8333,14.8333,0,921062.1796,929892.7936,WSK
26,1,84.6667,1,16.5,1857061.556,28.3882,1.0867,1.035,1.065,3203587413,5939185664,9.5,8,13.3333,0,913290.7427,921640,WSK
1,1,1,1,1,2095520.16,33,0,0,0.035,5309097984,7849628331,8.6667,8,10.1667,0,913075,921580,TWM
1.8333,1,2,1.1667,1.6667,2221675.32,32.0008,0.0117,0.1017,0.17,897162581.3,7801445717,8.8,7.5,10.6667,0,923689.1072,931945.5258,TSK
26,2,1,1,100,2121529.145,33.497,1,1.0317,1.08,3283929771,5334372352,9.8,8,13.8333,0,920136.4397,927563.359,WSK
23,4.6667,4.3333,70.6667,13.5,2138124.3,35.002,1.015,0.99,1,4022822912,5855021056,10.3333,7.8333,16.1667,0,923480.9742,931905.7658,WSK
2.6667,2.1667,4.5,3.3333,1,67180.1401,6.8008,0.0567,0.175,0.2517,7043624960,7892745557,11.7667,7.6667,19.5,0,925600.4292,933603.4018,TVM
1.3333,1,1.3333,1,1.8333,2040453.703,31.3874,0.0333,0.065,0.0817,78805674.67,7803839829,8.2667,7.3333,9.6667,0,923425.198,931937.6836,TSK
2,1.8333,1.1667,1,5.5,125340.0601,14.3003,0.0183,0.245,0.39,6942738432,7870681771,10.2333,7.1667,15.5,0,922046.4595,930802.7928,TVM
1,1,1,1,1,2243751.079,34.4004,0,0,0.0033,2002378752,7853989205,8.3667,7.8333,9.1667,0,912525.6782,921482.8113,TWM
3,1.1667,4,3,4,116738.4478,12.8002,0.1133,0.2,0.2617,6995904512,7885773483,10.6,7.6667,16.8333,0,923580.6053,931886.9675,TVM
1.5,1.3333,1.1667,2,1,1568750.814,28.8972,0.1833,0.0917,0.095,70897664,7806189568,9.7667,7.8333,13.3333,0,923391.982,931904.4184,TSK
12,11.6667,8.1667,15.1667,13.3333,204604.7546,24.5804,0.5833,0.6183,0.5417,6989922304,7882350592,396.1143,176.4286,666.4286,0,1824973.673,905024.5931,TVM
10.3333,9.3333,2.6667,26.6667,3.3333,2115651.652,34.5005,0.1917,0.295,0.4083,5657040213,7016256853,8.0667,6.8333,9.8333,0,912901.0991,921547.5495,WSK
26,2.3333,41.6667,49.3333,10,1885732.376,31.4995,1,1.065,1.1833,775015082.7,3747709611,12.8667,8,19.6667,0,912723.4018,921659.7658,WSK
1,1,1,1,0.6667,28274.688,5.602,0.0017,0.0217,0.01,7046041600,7908696064,10.2667,8,14.6667,0,923486.1,931904,NTS
1.8333,1.6667,1.1667,2,1,2138104.62,35.9988,0.125,0.15,0.1683,73216000,7805636608,9.7667,8,11.5,0,913164.9007,921686.9866,TSK
5.1429,9.2857,2.2857,5.2857,3.4286,5149974.451,43.812,0.1633,0.1867,0.18,73117696,7804381867,291.3333,8.5,1103.1667,0,1753858.988,903393.1057,TSK
1,1,1,1,0.8333,13114.5654,2.2018,0,0,0.0233,6933424128,7869548544,33,12,59.1667,0,914497.1351,923586.7387,NTS
30,9.3333,2,99,10,7782.4,1.6,1.1567,1.3433,1.3433,74986154.67,2144218453,609.1143,460,892.7143,0,1768041.371,883608.5943,WSK
2,1,2,1,2,2365834.84,36.9979,0.0467,0.035,0.08,79020032,7805862571,10.2,8.1667,16.1667,0,913612.8899,921598,TSK
1.1667,1,1.1667,2,1,2107705.041,32.0021,0.0433,0.0283,0.05,73095168,7804661760,9.2667,7.8333,11.6667,0,912983.2026,921685.3682,TSK
1.3333,1,1.5,1.3333,1.5,2132990.975,33.198,0.065,0.0817,0.1333,3700654080,7805835264,9.4,7.3333,14.1667,0,913405.5,921538.6,TSK
1,1.6667,1,1,1,2323438.97,35.0455,0.1333,0.1333,0.16,3473160192,7805753344,9.1,7.8333,12,0,923661.3477,931920.9264,TSK
4.5,9,1.3333,5.3333,2.6667,4465486.705,39.4711,0.2033,0.2617,0.1817,2045886464,7850914475,492.2333,176.1667,822.1667,0,1821657.478,921827.2756,TWM
26,1.8333,1,100,1,2166784,29,1.0233,1.02,1.01,3148031317,5905827840,8.6333,7,10.3333,0,920102.4491,928871.7217,WSK
2.3333,1.6667,4,3.6667,1,73728,9,0.0817,0.1117,0.2667,7029116928,7889098752,12.3667,7.5,23.8333,0,921540.5487,929869.9055,TVM
1,1,1,1,1,2113937.81,33.6024,0.0683,0.1333,0.1583,5344499712,7850022229,8.5333,7.8333,10.1667,0,912981.6451,921610.4725,TWM
1,1,1,1,1,16384,3,0,0.0633,0.1083,7065501696,7925495125,11.1333,7.5,16.8333,0,924217.4865,931761.8378,NTS
1,1,1,1,1,2235908.096,33.796,0,0,0.01,3028207616,7853329749,10.1333,7.6667,15.1667,0,923720,931859,TWM
1.5,1,1.6667,1.8333,1,2351106.46,36.8004,0.0567,0.1117,0.18,72049322.67,7804622165,9,7.8333,10.8333,0,913264.7934,921644.9258,TSK
26,1,1,100,1,2101272.576,31.004,1,1,1.06,74024960,1355849728,9.8,8.1667,14,0,922980.0573,931701.64,WSK
1.3333,1.6667,1,1.5,0.3333,271947.3393,44.1942,0.1067,0.21,0.2217,6976380928,7888759467,11.0667,8.1667,18,0,922940.1512,932133,NTS
3,1,5.3333,4.6667,1,104392.35,12.6949,0.3217,0.6367,0.6883,6989377536,7880901973,10.4,7.5,15.1667,0,922461.036,930778.8649,TVM
2,1.3333,1.8333,1,2,2129866.114,28.9912,0.07,0.0467,0.0833,3684858539,7805883733,9,7.6667,12.3333,0,912680,921610,TSK
2.6667,1.1667,4.6667,3.8333,1,120004.1898,17.2988,0.1333,0.08,0.1317,6921291776,7862483627,8.7667,7,13.1667,0,912876.7658,921580.3964,TVM
26,2,100,1,0.5,2174961.637,33.998,1.035,1.0267,1.0533,1598784171,4289478656,10.1667,7.3333,16.5,0,922218.7267,931776.7748,WSK
1.5,1,1.6667,1.5,1.1667,2241354.952,34.0032,0.055,0.065,0.09,630948522.7,7800754859,9.0333,7.8333,11.3333,0,922887.458,931849.1144,TSK
26,2.3333,36.3333,63.6667,1,2344966.126,32.002,1,1.07,1.1683,1671832235,4323270656,9.3333,7.5,13.1667,0,925948.4324,935827.021,WSK
26,2,0,1,100,2132983.808,32.011,1.0083,1.1467,1.215,2900281344,5081870336,9.6667,7.6667,13.6667,0,916150.5982,925542.209,WSK
3,2.5,2,3.1667,4.5,121662.2703,11.9009,0.22,0.2367,0.2833,6994928981,7884777472,10.7333,7.3333,17.5,0,904450.4505,912367.3694,TVM
4,7.8333,2.3333,4.8333,1.5,3358279.159,34.1559,0.125,0.1783,0.1717,199456768,7852775424,522.3,135.1667,1051.5,0,1750631.241,907392.6595,TWM
2,1,1,1.3333,6,105680.4901,11.7006,0.0317,0.17,0.33,6938451968,7868439211,8.3333,7,11.1667,0,913816.0018,922499.9036,TVM
26,41.6667,1,59.3333,1,1632360.553,30.3944,1.0467,1.1967,1.2783,73544362.67,2141229739,15.1,8,35.1667,0,923097.418,931940.7307,WSK
1,1,1,1,0.5,16384,3,0,0,0.03,6934218752,7876092587,19.6333,10.3333,28.3333,0,914727.2299,926010.3141,NTS
1,1,1,1,1,7798.3904,1.6026,0,0,0,90988544,7851421013,20.5333,8.1667,38.8333,0,922249.5406,931743.8759,NTS
2,2.6667,4.6667,1.3333,1,137486.3442,16.3876,0.0433,0.065,0.13,6961600512,7878103040,9.0667,7.5,13.8333,0,923122.7,931856.4,TVM
1.8333,1.1667,2,1.8333,1,1951524.645,36.2002,0.0417,0.0567,0.08,70389760,7803863040,10.2333,7.8333,16,0,913292.279,921706.8967,TSK
1.1667,1,1.1667,2,1,1996499.873,31.9979,0.0833,0.0833,0.09,71899136,7805923328,9.3667,7.8333,13,0,923184.6875,931918.8148,TSK
26,1,90.5,1.3333,11,2138112,34,1.05,1.1083,1.175,75879082.67,1603117739,10.3667,8.3333,13.1667,0,923515.7039,931876.5958,WSK
1,1,1,1,1,2259427.402,32.6965,0,0.02,0.06,6067900416,7885758464,8.8,7.8333,11.1667,0,913191.1407,921406.5045,TWM
2.1667,1,3.5,4,1.5,151142.4,20.3,0.2683,0.2683,0.36,6927134720,7866172075,8.2333,7.3333,10.1667,0,912597.4512,921237.4151,TVM
2.1667,1.5,5.8333,1.6667,1,126976,15,0.3283,0.1883,0.2717,6937993216,7868150443,8.7333,7,12.5,0,916092.4946,921740.9342,TVM
1.8333,1,1.6667,2,1.1667,1952161.8,33.8008,0.105,0.1783,0.2233,2529427456,7805566293,9.5,7.5,13,0,912912.5315,921703.6396,TSK
1,1,1,1,1,7786.0901,1.6006,0,0,0.0633,7113024171,7930417835,13.1333,8,23.1667,0,912359.3946,921434.0649,NTS
1,1,1,0.6667,1,1992311.62,35.5028,0.04,0.0117,0.05,5853114368,7886933333,9.4,7.5,14,0,924063.305,932012.197,TWM
2.6667,1.6667,1.1667,1.5,6.6667,163488.0052,23.308,0.4017,0.5583,0.52,6931726336,7866608981,8.5,6.8333,10.8333,0,923070.528,931822.9027,TVM
26,1,100,1,1,2240524.3,34.002,1.06,1.025,1.0517,1149120512,3991233877,10.2333,8.1667,16.6667,0,912853.3742,921617.7658,WSK
2.1667,1,1.6667,2.6667,4.6667,149095.6423,18.1014,0.0333,0.0483,0.1633,6926098432,7863542443,9.1,7.3333,13.3333,0,922295.7477,930878.0721,TVM
1,1,1,1.1667,1.1667,892108.8,103.8,0.07,0.0583,0.1133,7095448917,7926662485,11.4333,8.1667,19.1667,0,1013529.811,953167.4414,NTS
2.6667,1,3.8333,3.6667,2.8333,98304,11.3,0.38,0.2083,0.2467,6998816768,7889364992,8.3333,7.1667,11.3333,0,923121.5,931839.8,TVM
1,1,1,1,1,7786.0901,1.6006,0,0.0883,0.1317,88035328,7848464384,9.0667,7.8333,10.8333,0,916500.1121,925633.3193,NTS
1.3333,1.3333,2,1,1,2298478.742,33.7632,0.0667,0.0567,0.0817,3676801707,7805614763,8.8333,7.6667,10.8333,0,913368,921610,TSK
2.5,2.1667,2.8333,4.1667,1,78225.007,10.3986,0.1183,0.1133,0.1617,6959730688,7876117163,8.9667,7,13.6667,0,923079.136,930873.9369,TVM
1.3333,1,2,1.3333,1,2089616.294,30.4227,0.095,0.1383,0.1683,3709533525,7804915029,8.8667,7.6667,10.5,0,916986.5015,924642.0781,TSK
1.6667,1.6667,1.8333,1,1,2127457.48,32.5992,0.0117,0.0667,0.1267,2751933781,7805261824,8.7667,8,10.6667,0,912736.5495,921641.5736,TSK
1.3333,1,2,1.3333,1,2146323.656,31.0032,0.0133,0.025,0.0733,2260379648,7805609301,9.1,7.8333,12.3333,0,913807.592,921483.106,TSK
1,1,1,1,1,303104,44,0.0033,0.0367,0.0867,7116259328,7931626155,9.4667,8,12.6667,0,915187.6054,921971.5351,NTS
1,1,1,1,1,4915.2,0.9,0,0,0.05,7069302784,7926870016,10.5667,7.8333,18.5,0,913885.626,921244.799,NTS
