CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
6,10.5,2,5.1667,5,5845432.799,40.5667,0.3483,0.2717,0.16,73294506.67,7804910251,1328.1,1048.5,1662.8333,0,2875314.975,773668.1939,TSKwL
12.8333,11,11,14.3333,14.6667,671873.2822,61.2101,0.33,0.4733,0.4767,6939713536,7869442731,1303.4667,952.3333,1624.8333,0,2814278.237,775596.5945,TVMwL
5,10,2.6,4.2,3.6,5548742.824,38.7429,0.1467,0.1483,0.0883,713277440,7851260587,821.6,336.8333,1915.5,0,2724931.165,740119.7964,TWMwL
5,9.8,2.8,4.2,3.8,3697421.635,33.2311,0.2233,0.225,0.12,486772736,7849558699,1071.6,614.1667,1744.6667,0,2823231.428,779264.0244,TWMwL
32,25.8333,1.3333,1,100,6293895.608,62.5879,1.4033,1.2867,1.1917,71839744,2799584597,1286.2571,574.4286,2048,0,2820285.608,770713.2054,WSKwL
6,11.6667,3,4.5,3.6667,14710.0929,2.5913,0.2867,0.2267,0.1067,6933092352,7873955840,1653.4,914,2745.6,0,2634597.716,630106.5052,NTSwL
30.5,10,11.5,3.6667,97.3333,5777421.933,45.0379,1.1967,1.2683,1.1833,3571908608,5538955947,986.4333,201.6667,1973.5,0,2849539.748,744521.9648,WSKwL
5.1667,9.5,2.1667,3.6667,5,250859.5654,45.347,0.2783,0.235,0.1383,7067549696,7923299669,632.1667,196.6667,1219.1667,0,2712825.564,799007.711,NTSwL
6,11.5,2.3333,6.5,2.6667,5881189.993,40.8916,0.135,0.1717,0.13,73660416,7805858475,892.1333,382.1667,1678.3333,0,2850623.027,749773.6164,TSKwL
5,9.8333,1.3333,4.6667,4.3333,269361.8162,43.8811,0.3167,0.255,0.1317,7069270016,7926068565,1016.4333,327.6667,1795.6667,0,2773637.687,785886.7431,NTSwL
5.5,10.6667,2.1667,5,3.5,4457863.102,31.7312,0.1967,0.1867,0.1067,71998805.33,7849319083,1393.6,782,2066.5,0,2852234.082,769695.7975,TWMwL
13.3333,15.1667,11.1667,13.1667,13.5,300420.13,34.5517,0.5917,0.6233,0.545,6977787904,7878480555,1348.2667,893.1667,1869.8333,0,2892513.169,782884.7143,TVMwL
6,10.3333,2.1667,7.6667,2.6667,5825514.564,39.1632,0.41,0.3683,0.285,72416109.71,7806781733,867.0571,415.2857,1732.2857,0,2804782.464,742564.2844,TSKwL
6,11.5,3,7.3333,1.8333,5505285.914,36.0426,0.4333,0.3233,0.2283,3961539243,7805312341,1207.0667,650.1667,1782.8333,0,2954371.951,780024.4748,TSKwL
6,11.5,4.1667,4.6667,3.8333,5930744.445,41.6238,0.37,0.2933,0.1833,4081756160,7815584427,1102.8667,172.1667,2387.3333,0,2771203.455,710108.1148,TSKwL
5.3333,10.3333,2,4.8333,4.3333,4812226.762,37.8978,0.2583,0.215,0.105,5981008555,7884772011,1336.72,614.4,2102.4,0,2875377.931,782578.9259,TWMwL
13,14.8333,15.5,10.6667,11.1667,730351.4239,68.1879,0.6067,0.555,0.4917,6914985984,7858070187,1256.1,851.6667,1603.8333,0,2788686.668,779565.5731,TVMwL
6,11.3333,2.8333,6.1667,3.5,6067231.636,42.6701,0.105,0.1933,0.1567,72460970.67,7804206421,824.9333,346.3333,1769.3333,0,2875582.102,778792.8079,TSKwL
5,10,3.3333,4.5,2.3333,3907515.669,32.6171,0.2583,0.1667,0.07,2554179584,7851588949,1274.0333,714,1968.5,0,2709025.299,729638.5914,TWMwL
6,11.1667,3.3333,4.6667,4.1667,16384,3,0.365,0.1483,0.0533,6980145152,7889630549,843.4333,264.1667,2078.5,0,2817579.698,765201.2071,NTSwL
5,10.1667,3.1667,3,4.3333,5209847.362,37.8525,0.2583,0.2517,0.185,5476425728,7886456149,1178.1333,299.1667,2495.3333,0,2746314.3,698720.9132,TWMwL
5.1667,10,2.8333,5.5,2.5,5587952.514,39.1641,0.2433,0.1033,0.03,2374549504,7851945984,724.6333,217.1667,1700.1667,0,2853689.013,745373.7115,TWMwL
12.3333,14.6667,9.8333,11.5,13.3333,393180.4551,39.5588,0.47,0.3567,0.2433,6975019691,7877329579,717.08,8.8,1821.6,0,2377496.3,716808.0104,TVMwL
6,10.7143,3.7143,4.7143,3.8571,6539428.571,41.8524,0.2933,0.2583,0.215,3297368064,7804867243,1154.0667,482.8333,1740.1667,0,2865052.828,766883.4614,TSKwL
4.8333,10.1667,3.1667,5.5,1.5,4799980.232,35.4374,0.2367,0.0717,0.0233,538095616,7852073643,647.1333,8.5,1872,0,2820054.527,772926.0959,TWMwL
6,11,3.5714,6.5714,3,5998019.716,41.941,0.3133,0.2883,0.18,326816426.7,7800804011,1350.4667,801.8333,2097.5,0,2938340.494,772071.5206,TSKwL
6,11.7143,3.2857,5.2857,3.4286,6007787.294,43.0098,0.265,0.265,0.185,72821418.67,7804096512,1075.4667,484,1935,0,2920415.319,767799.906,TSKwL
6,11.1667,2.3333,5.5,4.3333,6115746.561,43.1961,0.21,0.1967,0.1817,72673280,7803710805,1192.7,726,1703.5,0,2955439.295,783762.2217,TSKwL
4.8333,9.6667,2.5,3.5,3.8333,13867.3729,2.3856,0.1167,0.1417,0.0733,7069342379,7926568277,681.1714,220.4286,1247.4286,0,2732852.442,794890.6508,NTSwL
6,11,4,4.3333,3.3333,323584,55,0.268,0.248,0.182,6932629504,7875186005,1303,759,1723.1667,0,2750470.373,729857.7816,NTSwL
32,25.6667,0.3333,100,1,582672.5865,13.4825,1.43,1.4583,1.3367,71444480,2009288021,1402.3429,385.5714,2614,0,2728887.548,714882.4289,WSKwL
30.8333,9.8333,11.5,2,100,5855781,40.0894,1.3783,1.3133,1.215,3486652416,5482354688,960.0667,502.3333,1639,0,2881174.467,776025.703,WSKwL
4.6667,9.1667,1,5,3.3333,16384,3,0.24,0.17,0.065,7084126208,7923280555,1286.59,608.4,2139,4,2563477.787,695040.6462,NTSwL
31.5,10.8333,100,12.8333,1.6667,6265748.65,42.6262,1.31,1.29,1.2583,75993907.2,2391474995,1132.4333,428.8333,1792.5,0,2825853.035,749011.8562,WSKwL
31.1667,23.8333,1,46.6667,53.1667,5682749.204,44.2225,1.0483,1.0067,1.005,3950592000,5796000427,1301.5333,700.5,1873.6667,0,2827327.645,738357.4422,WSKwL
32,22.6667,1,3,100,14162.8074,2.4899,1.255,1.2417,1.1867,1333342891,4164196352,1089.1429,425,2490.4286,0,2652405.975,711795.2353,WSKwL
24.6667,15.3333,37.1667,25.5,19.8333,5015083.704,38.4802,0.7783,0.5683,0.6233,4909424640,6454629035,1205.8,787,1629.2,0,2928449.111,795117.3485,WSKwL
5,10,1.5,5.1667,4.3333,5006236.534,37.2615,0.3433,0.2533,0.1283,6517145600,7856012727,1042.7,324.1667,1693.3333,0,2797350.809,769826.522,TWMwL
5,9.8333,2.8333,4,3,9524.4812,1.744,0.2617,0.175,0.07,7069835264,7927543125,868.5667,461.8333,1609.3333,0,2686835.606,785583.5164,NTSwL
6,11.6667,4,5,2.8333,18918.9837,3.6189,0.26,0.2133,0.1167,6933305344,7876347904,1403.5,601.3333,2306.8333,0,2700403.157,715646.5889,NTSwL
5.1667,10.6667,2.6667,3.8333,4,5026155.2,36.4189,0.1817,0.185,0.1467,4977590272,7847896210,925.4333,301.3333,1909.8333,0,2903660.158,732929.8273,TWMwL
1.5,2,1.1667,1.3333,1.1667,2373642.552,32.4616,0.0633,0.02,0.005,3425771520,7847546197,288.3333,40.6667,802.6667,0,2000976.381,794978.4708,TWMwL
6,11,2.3333,4.6667,4.3333,7843.6598,1.61,0.3983,0.3117,0.2067,6966423552,7885606912,695.3333,8.6667,1458.6667,0,2770458.883,796919.8709,NTSwL
5.3333,10,1.8333,3.6667,5.5,5738751.36,42.9785,0.2617,0.26,0.1367,72059562.67,7849589419,1244.9333,722,1862.6667,0,2749113.691,716205.5411,TWMwL
5,10,2.2857,5.2857,3.2857,3222977.713,33.2694,0.22,0.195,0.18,1434324992,7851464704,653.4667,135.8333,1839.3333,0,2804952.117,748509.0565,TWMwL
12.8333,18,9,9.1667,15.3333,285383.8479,33.6727,0.4517,0.4733,0.38,6982447104,7878572715,1039.8667,439.3333,1794.8333,0,2772621.433,768995.4602,TVMwL
5,10,1.1667,4.6667,4.3333,4751753.199,34.2509,0.1683,0.0917,0.0283,2584406016,7852095488,649.0333,7.8333,1745,0,2626028.236,682249.5317,TWMwL
32,27.6667,1,100,1,5863298.786,39.877,1.2533,1.1533,1.0833,112582656,3276492800,984.88,399.2,1862.8,0,2791735.385,732369.2065,WSKwL
5,9.7143,2,4.5714,4,5198122.367,33.7892,0.1383,0.215,0.1717,217704448,7852132352,832.7333,49.3333,1805,0,2714605.302,715722.5417,TWMwL
11.6667,12.5,11.6667,11.6667,12.1667,294249.637,35.3452,0.6083,0.2333,0.1817,6986215424,7881402368,879.76,280.6,2379.4,0,2580078.648,715935.9161,TVMwL
5,10,3.6667,3.8333,3,5122191.903,37.6901,0.2767,0.25,0.185,5587603456,7849052570,837.0333,206,1666.6667,0,2787072.302,773391.592,TWMwL
32,26.8333,29,1,72.1667,6332581.44,39.2769,1.608,1.506,1.344,72202240,1507332096,1079.0333,576.5,1722.5,0,2821501.377,771959.4214,WSKwL
32,25,1,1,100,16384,3,1.4167,1.2033,1.0917,71815168,1168343040,1146.5667,491.5,1882.5,0,2772565.906,726220.3381,WSKwL
31,10,12,1,100,4669266.409,34.7998,1.302,1.308,1.224,73307477.33,1862752939,1169,320.5714,2125.5714,0,2841068.495,744930.0788,WSKwL
6,10.8333,3.1667,6.8333,2.1667,5773623.698,41.7174,0.2533,0.2983,0.2117,72144213.33,7805935616,1196.4,476,2369.8333,0,2842043.633,707229.9915,TSKwL
5.3333,10.5,2,5.3333,3,5357741.844,38.2243,0.15,0.2183,0.1767,71977642.67,7850458453,1040.1333,304,2101.6667,0,2728723.966,705848.0316,TWMwL
12.5,17.6667,9.5,16,7.1667,589447.0813,57.4611,0.53,0.4783,0.38,6912045056,7858893483,1243.4,902.4,1638.8,0,2726628.834,807687.8153,TVMwL
5,10,2.3333,2.6667,5.5,4426303.973,34.5062,0.14,0.1067,0.035,2573963264,7851535019,1219.9667,767.3333,1853.6667,0,2947145.974,813761.3065,TWMwL
14.6667,13.5,18.1667,13.5,13.1667,287877.9162,32.887,0.745,0.64,0.5283,6943879168,7871585621,980.2667,466.6667,1664.5,0,2853302.278,806511.1685,TVMwL
5,10,2,4.5,4,5123114.659,37.8403,0.1717,0.1933,0.1017,2132926464,7850715819,965,229,2056.4286,0,2807268.74,769364.8431,TWMwL
6,11,5.1667,4.6667,2.3333,5929616.275,39.8112,0.26,0.3317,0.27,3256167765,7804728661,889.4667,452.6667,1399.3333,0,2900046.779,788775.1126,TSKwL
5,9.6667,2.3333,4,3.5,16384,3,0.2917,0.2833,0.195,7114942464,7930678613,1001.3333,384.6667,1983.6667,0,2810511.785,784805.9699,NTSwL
5.1667,10.3333,4,3.6667,2.6667,27231.7009,4.6484,0.314,0.092,0.028,6976973483,7890130261,942.45,213,1991.1667,3.3333,2741958.752,722999.9967,NTSwL
6,10.4,3.6,6.2,2.2,5625904.939,39.788,0.2117,0.1733,0.1033,1496535040,7804341589,1004.0917,303.3333,2043.5,3.3333,2710025.525,657338.0296,TSKwL
13.3333,12.8333,16.1667,15.1667,8.5,299721.6125,35.4959,0.5917,0.5333,0.4033,6943477760,7870343851,399.6667,7.3333,1673,0,2629082.53,688259.7016,TVMwL
5,10,1.1667,4.3333,4.6667,16384,3,0.1583,0.205,0.1283,7063752704,7923037525,970.48,295.2,1874.8,0,2659672.405,694611.6755,NTSwL
5.5,10.8333,1.5,5.1667,4.8333,13487.1438,2.2928,0.2517,0.0783,0.025,6944714752,7892052651,1339.6,544.5,2332.8333,0,2835745.196,735805.0144,NTSwL
6,11.6667,2,5.1667,4.5,16384,3,0.205,0.265,0.18,6976090112,7886322347,1048.0667,504,1813,0,2815570.417,759225.6615,NTSwL
6,10.5,2,6.5,3.8333,5578381.904,41.2743,0.3083,0.1583,0.1,72620714.67,7806143147,1211.6,661.6,1855.2,4,2783102.613,643312.7183,TSKwL
5.3333,10.3333,4,2.5,4.1667,3551903.149,33.8306,0.2517,0.2433,0.1567,5930636629,7884828672,547.7,113.6667,1319.1667,0,2774876.868,714075.717,TWMwL
5.6667,10.6667,3.3333,4.6667,3,6428070.98,40.6916,0.23,0.21,0.185,6432337920,7855219507,1471.9333,816.8333,2247.6667,0,2763816.93,738751.9908,TWMwL
5.1667,9.8333,3.3333,5.8333,1.8333,4469038.014,36.8691,0.2467,0.1867,0.11,2095714304,7852189403,1254.1667,633,2095.6667,0,2867721.3,779141.051,TWMwL
5.4286,10.4286,2.8571,5.4286,2.7143,5548385.572,36.3909,0.1333,0.2417,0.185,71497728,7852823211,852.0333,123.3333,2329.1667,0,2731065.787,663518.148,TWMwL
5.8333,10.5,3.5,5.8333,2.3333,7548.5196,1.5619,0.2629,0.2629,0.1414,6976552960,7888736256,927.3,528.3333,1536,0,2692812.054,738001.9746,NTSwL
13.1667,17,10.3333,10.5,15.1667,274797.7231,30.7262,0.6383,0.4017,0.265,6977957888,7877928960,1245.8333,271.3333,2577.5,0,2758449.647,715897.0572,TVMwL
31,10.6667,1,11.8333,100,175788.9932,20.0691,1.335,1.28,1.1783,1376436224,4181536085,964.2,363.6,1927,0,2699272.409,676468.1335,WSKwL
20,6.1667,9.1667,5.5,59.8333,3016835.101,33.3547,0.775,0.79,0.7933,3920476160,6452829525,754.76,553.6,1031.6,0,2100143.928,799331.3834,WSKwL
29.8333,10.5,28,4,75.6667,5869869.617,43.1179,1.21,1.1433,1.015,4532867072,6181507072,1018.7333,679.5,1759.8333,0,2792285.167,818526.2743,WSKwL
5,10,4.8333,2.3333,3.6667,5134478.306,38.0889,0.2157,0.0857,0.0243,5607727104,7886155093,1307.6857,534.1429,1933.8571,0,2785858.209,738380,TWMwL
2,3.2,2,1.6,1.2,3873013.962,37.3846,0.0983,0.06,0.0733,3191506944,7805635243,688.5333,238,1168,0,2059315.095,796730.0137,TSKwL
5,10,1.6667,3.1667,4.8333,14855.978,2.6269,0.13,0.135,0.06,7116087296,7930626048,434.2857,8,1454.2857,0,2648349.435,700458.0685,NTSwL
2,3,1.3333,2,1.5,3411863.254,33.8476,0.0467,0.01,0.0033,543041536,7852233387,524.5667,220.8333,1274.5,0,1994003.792,738187.8043,TWMwL
6,11.1667,3.6667,5.6667,2.8333,6069336.091,41.8477,0.2767,0.2683,0.2,1650767872,7807156224,1366.4667,951.5,1923.8333,0,2881775.943,784955.9073,TSKwL
5.3333,10.8333,2.5,5,2.8333,5175487.432,37.0312,0.1667,0.1917,0.1317,4751588557,7848044954,1344.1333,900.5,1745.6667,0,2855652.332,782206.0851,TWMwL
32,26,100,1,1,4813945.294,37.7721,1.4617,1.365,1.2883,3009097728,5160060245,1409.88,1067.4,1995.8,0,2811580.695,750950.2782,WSKwL
26,10.5,8.8333,34.8333,49.8333,5964507.242,40.6397,1.1283,0.7867,0.7017,4863162368,6420232192,1043.0333,204.6667,2499.3333,0,2778676.691,758588.6145,WSKwL
6,11.1667,2.8333,4,5.3333,6022534.991,41.9059,0.215,0.2383,0.1867,74359466.67,7804123136,967.1333,476,1652.5,0,2852094.334,759632.6213,TSKwL
4.6667,9,2.5,3.3333,4.3333,4333514.807,34.6625,0.0267,0.01,0,2599970816,7852853931,637.6,8,1764.5,0,2867005.242,810132.3174,TWMwL
30.5,10,1,100,11.5,16384,3,1.175,1.2417,1.2,70434816,1331737941,939.64,539.8,1423.8,0,2767680.416,719470.4128,WSKwL
5,9.8333,4.8333,3,3.1667,3086925.659,34.7965,0.1686,0.2229,0.1557,6107869184,7885515435,922.2667,337.5,1865.8333,0,2857323.532,819368.8335,TWMwL
5,9.8333,2.6667,4.3333,2.6667,16384,3,0.2367,0.1917,0.1333,7065812992,7925704021,774.84,8.2,2017.6,0,2733377.301,771647.0051,NTSwL
5.1667,10,2,4.8333,4.1667,4840318.575,38.8051,0.2383,0.2133,0.1217,1923751936,7852944725,1286.5,612,2097.1667,0,2844786,761619.4839,TWMwL
5,9.8333,3.3333,3.1667,3.1667,13976.4821,2.4122,0.1367,0.075,0.02,7114686464,7932205739,1202.3667,443,2085.1667,0,2764816.941,765015.7745,NTSwL
14.8333,13.6667,10.1667,10.6667,24.5,328758.8532,39.3228,0.5167,0.4633,0.3483,7002021888,7887192747,1228.2333,712.1667,1826.6667,0,2924923.061,778941.8604,TVMwL
6,11,4,5.4286,3,5896727.193,39.8611,0.31,0.33,0.2183,2627536896,7805528747,913.0667,245.6667,2232.5,0,2779042.362,716660.0542,TSKwL
6,11.8333,3.6667,5,2.3333,13618.7005,2.3249,0.2517,0.0933,0.0283,6932160512,7875096576,1073.3333,259.1667,2107,0,2667528.762,701975.7328,NTSwL
5,9.8333,2.6667,4.3333,3.1667,5076137.177,38.1674,0.2583,0.17,0.0933,6051641344,7848794112,1158.3,891.1667,1671.8333,0,2757246.265,791498.6823,TWMwL
6,11.1667,4.3333,5.5,2.3333,5532509.921,40.807,0.1967,0.195,0.12,2430257152,7805988864,1090.7,569.1667,1659.8333,0,2838392.798,761216.4398,TSKwL
6,11,3.2,5.6,3.2,5176225.793,42.0673,0.2783,0.245,0.1917,4007189163,7805469355,1080.6333,591.8333,2075.1667,0,2857610.444,768270.4891,TSKwL
6,11.1667,2.6667,7,3,6025540.06,43.5794,0.4633,0.3567,0.2433,222286506.7,7800883883,1457.9,660.1667,2181.8333,0,2865094.116,720786.2109,TSKwL
5.2,10,4.4,2.6,4,3795305.363,36.7158,0.1583,0.1817,0.1733,1449838592,7851763712,1163.5,705.5,1811.3333,0,2854291.985,751521.5844,TWMwL
14.5,12.3333,14.8333,16,14,343547.4839,37.6206,0.6817,0.3183,0.1967,6910971904,7857533611,848.7667,206.6667,2036.1667,0,2952566.907,813103.5994,TVMwL
13.3333,18,11,9,15.1667,423095.9894,42.5865,0.844,0.712,0.468,7040834219,7890855253,1087.6333,613.1667,1984.5,0,2615607.2,683503.9745,TVMwL
4.8333,9.8333,2.3333,5.6667,1.6667,17663.8801,3.2083,0.224,0.09,0.03,6976061440,7887171584,1053.6583,640.1667,1720.5,3.3333,2595270.669,768174.7928,NTSwL
29.6667,12.1667,28.6667,48.1667,28.8333,5234958.46,43.0781,1.3217,1.135,0.975,4577683456,6240290816,1360.9,629,2361.1667,0,2836040.559,726559.5533,WSKwL
32,26.1667,30.1667,71,1,293912,48.252,1.47,1.3867,1.3183,89025194.67,3154971989,1131.5429,405.4286,2224.4286,0,2780837.785,709537.2082,WSKwL
6,10.8,3.4,5.6,2.6,5108736.117,38.8949,0.2467,0.26,0.1633,1713743872,7806980779,646.6,311.3333,1374.5,0,2836887.724,771297.4815,TSKwL
5.6667,10.8333,4.6667,2.8333,3.1667,16384,3,0.1186,0.0357,0.01,6934212608,7876143787,1520,719.5,2307.8333,0,2650149.385,711979.225,NTSwL
5.2,9.8,2.6,4.2,3.6,3154665.828,31.3974,0.41,0.135,0.045,143163392,7853650603,1288.2333,702.3333,2265.3333,0,2781176.601,724053.1667,TWMwL
32,25.6667,1,1,100,4454708.997,40.7563,1.39,1.465,1.3467,1759621120,4430085461,803.1667,164.1667,2255.1667,0,2751456.053,674630.9355,WSKwL
6,11.1667,2.8333,6.1667,2.6667,16384,3,0.285,0.275,0.1783,6976724992,7887970304,690.8333,263,1363.3333,0,2580016.96,734103.6563,NTSwL
13.8333,13.6667,14.8333,15.6667,11.1667,281999.0965,31.4761,0.6083,0.6517,0.4283,7045476352,7892183723,1284.2,863.5,2008,0,2696492.083,764427.7287,TVMwL
5.5714,10.1429,3.7143,4.4286,3.1429,5969588.583,42.5119,0.235,0.1067,0.0683,72643925.33,7804913664,903.8,196.8333,2280.3333,0,2772519.21,705414.7238,TSKwL
14,14.3333,8.8333,14,18.8333,617830.3949,57.7825,0.705,0.6333,0.5217,6947057664,7872673792,797.8857,184.5714,2001.1429,0,2801023.639,744321.9277,TVMwL
5,10,3,4.3333,2.5,16384,3,0.175,0.195,0.155,7114958848,7929655979,1066.2333,499.1667,1783.3333,0,2637405.703,740670.9505,NTSwL
6,11,3.3333,5.6667,3.1667,6337879.284,40.8852,0.19,0.1167,0.0867,2220845056,7805204480,1046.8333,341.5,1742.6667,0,2817089.468,763635.6366,TSKwL
6,11.4286,2.4286,5.5714,4.2857,5780371.753,75.5848,0.1767,0.23,0.1817,72146944,7804846763,948.5333,164.6667,2190.3333,0,2847146.487,711576.2793,TSKwL
4.5,9.5,1.8333,4.1667,3.1667,4729788.372,38.489,0.1957,0.2071,0.1471,5503588352,7884132352,1181.92,593.2,2329.6,0,2638212.844,666457.0325,TWMwL
14,17.5,11.3333,10.8333,16.5,297273.5684,34.7074,0.5883,0.6317,0.525,6978174976,7878754987,1287.1,980.5,1586,0,2892278.466,796988.7627,TVMwL
12.6667,13.3333,14.8333,11.8333,11.5,648495.1481,58.6767,0.3867,0.4617,0.47,6939240448,7869032448,1115.6667,389.1667,1995.3333,0,2744591.462,735608.2815,TVMwL
5.2,10,3,4.2,4,4257435.563,33.9052,0.28,0.275,0.2017,1042903040,7852368555,989.3667,496.3333,1523,0,2915278.649,813637.4609,TWMwL
1.8333,3,1.5,1.1667,1.3333,13115.392,2.202,0.044,0.01,0.004,6935633920,7876927488,808.64,362.8,1269.4,0,1917600.74,800486.4162,NTSwL
32,26.1667,97.3333,3.8333,1,7000,1.4727,1.47,1.354,1.166,80592896,1525448021,1398.7667,831.3333,2040,0,2895824.363,794132.7353,WSKwL
5,9.5,3.1667,4.3333,2.5,4596474.459,37.7908,0.1617,0.2283,0.195,6674515968,7857943893,544.05,8.5,1910.1667,3.3333,2622860.617,652240.0922,TWMwL
6,11.2,3.2,6.2,2.4,5087851.433,42.2193,0.2917,0.195,0.18,72527189.33,7803870549,1217.3667,531.3333,1748.8333,0,2873718.462,774709.0485,TSKwL
5,9.6667,2.5,4.8333,3.3333,5028118.432,39.1709,0.1583,0.1783,0.1317,72469162.67,7850106880,1018.0667,489,1841.1667,0,2804090.917,760647.176,TWMwL
13.3333,12.6667,12.8333,10.8333,18,309368.8413,34.8625,0.505,0.4883,0.3683,6973345792,7875920555,1167.6667,489,1888.5,0,2704865.981,740614.1392,TVMwL
4.8333,9.5,2.1667,2.5,4.8333,28672,5,0.1433,0.19,0.1533,7114205184,7929393835,491.2286,148.4286,1225.4286,0,2714135.138,750968.9718,NTSwL
5,9.1667,3.6667,4.8333,2.1667,3946423.337,35.6594,0.1567,0.1017,0.0367,3210765107,7853744128,1079.56,618.6,1948.8,0,2767635.748,736040.5051,TWMwL
6,11.4,3,5.4,3.6,6147703.726,41.9362,0.2567,0.19,0.1167,71596032,7801888768,1248.9,628.1667,1926,0,2869041.422,768565.6491,TSKwL
6,11.1667,2,7.1667,2.1667,5952852.637,40.5554,0.2717,0.25,0.1567,790887765.3,7801126229,1269.8667,383.5,2010.3333,0,2874919.431,769122.5276,TSKwL
6,11.3333,2.8333,6.5,2.5,303104,53,0.1686,0.24,0.1771,6979125248,7887703381,867.1143,8.4286,2903.4286,0,2656144.647,649628.183,NTSwL
12.6667,15.5,13.5,9,12.5,293641.3683,36.9203,0.4917,0.4783,0.345,6968315904,7878202027,1041.5667,331.5,2018.3333,0,2757450.125,729627.3684,TVMwL
1.5,2.1667,1,1.8333,1,7782.4,1.6,0.025,0.005,0.0017,91224064,7851644928,504.2667,107.1667,1053.8333,0,2014965.922,774363.3406,NTSwL
5.6667,10.8333,2.5,3.3333,5,5623206.931,39.9417,0.22,0.0983,0.03,323559424,7852232704,1408.2667,907,1870.5,0,2914404.56,775015.8152,TWMwL
32,27.6667,1,100,1,5850605.991,40.2471,1.4967,1.5033,1.3683,227351893.3,3366598656,1347.4286,734.1429,2027.7143,0,2801481.565,730447.5194,WSKwL
5.3333,10.1667,2.1667,4.5,4.3333,5705431.849,39.9525,0.2667,0.2133,0.1167,3354832896,7850715136,842.6333,471.3333,1407.3333,0,2861200.586,792490.7513,TWMwL
13.5,15.6667,10,9.5,17.8333,481651.922,47.6427,0.79,0.675,0.4483,6974623744,7876051627,592.7667,148.5,1360.8333,0,2750047.955,770886.2391,TVMwL
13,16.5,12.3333,12,11.5,307933.6691,34.3501,0.725,0.7617,0.6717,7008079872,7887239168,1232.0333,446.6667,2430.1667,0,2743342.444,725236.5516,TVMwL
13,14.8333,11,14,11.6667,286438.4607,32.2121,0.59,0.5617,0.4933,6973667328,7875524608,864.5667,150.1667,1918.3333,0,2701159.775,757591.5688,TVMwL
5.1667,10.1667,3,5.1667,2.3333,5726831.039,37.1014,0.135,0.2033,0.1317,72265045.33,7850558123,1306.7333,736.5,1863.8333,0,2894799.479,783763.7662,TWMwL
13.5,10.8333,15.8333,8.5,18.3333,306762.1552,34.0696,0.5933,0.6083,0.4667,6918443008,7860131157,1587.72,1083.2,2194.6,0,2684655.625,658316.1563,TVMwL
6,11,3.3333,6.8333,2.3333,6016116.504,40.519,0.3717,0.2883,0.2033,2841880576,7804666539,756.4667,362.8333,1144.6667,0,2916700.152,815033.2673,TSKwL
6,11,3,6.4,2.6,5940942.839,42.1251,0.435,0.2983,0.1767,332495530.7,7800646997,1138.9333,423.5,1810.1667,0,2852049.519,742814.8693,TSKwL
5.1667,10.3333,2.6667,4.6667,3,5109553.703,40.9664,0.1767,0.0717,0.0183,4456243883,7849181867,994.5333,336.1667,1845.8333,0,2874834.531,783013.018,TWMwL
5,9.8333,2.6667,5.3333,2.3333,4925580.018,37.793,0.2767,0.2317,0.1617,72248661.33,7849202347,588.9667,222.1667,1174.6667,0,2755612.277,745154.9536,TWMwL
5,10,2.4,4.4,3.6,5765680.575,39.7579,0.23,0.1233,0.0433,527372288,7851186176,488.7333,8.3333,1366.3333,0,2817804.294,760556.9545,TWMwL
5,10,3.3333,3.5,3.6667,16384,3,0.2233,0.1983,0.1183,88485888,7848910848,835.2667,219.5,2006.6667,0,2858435.92,790371.155,NTSwL
5,9.8333,2.6667,4.6667,2.8333,14376.6887,2.5099,0.095,0.0783,0.02,7116472320,7933080917,687.6333,209.6667,1537.8333,0,2763361.553,799708.8883,NTSwL
13.5,12.5,15.8333,9.8333,14.8333,320362.6247,36.0657,0.5667,0.5183,0.3683,6930062541,7866334413,865.28,15.4,2267.2,8,2290238.909,485577.3931,TVMwL
31,10.1667,1,100,12.6667,5904243.802,39.7178,1.2917,1.26,1.1833,69021696,1336442197,1327.8,787.5,1859.1667,0,2840186.704,785833.5657,WSKwL
15.3333,14.5,17.5,13.3333,15.8333,280814.3148,31.4233,1.0267,0.6867,0.4483,6912774144,7857089877,1080.6,676.3333,1687.5,0,2834579.116,765896.4468,TVMwL
31,11.3333,11,100,1,13820,2.374,1.2867,1.42,1.3567,70723584,2985206443,1424.12,570.4,2332.8,0,2794526.379,726027.9584,WSKwL
30,9.5,100,10.8333,1,5869813.035,42.0399,1.2386,1.2686,1.16,3401592832,6074181632,1142.7667,782.6667,1735.1667,0,2835141.567,771702.2482,WSKwL
6,11.1667,3,4.8333,4.5,5993011.634,43.4251,0.3033,0.24,0.1867,72686250.67,7802766677,1033.2333,211,2400.1667,0,2932124.045,731658.0857,TSKwL
5,10,2.3333,3.1667,5,5134339.295,40.2364,0.1883,0.2317,0.14,71976277.33,7849057621,1027.7333,746.3333,1475.6667,0,2828633.09,748981.7296,TWMwL
30.6667,9.8333,1,100,11.6667,16249.3897,2.9671,1.305,1.2633,1.205,71323648,1330136405,1310.7667,787.8333,1991.8333,0,2890443.288,780659.1096,WSKwL
